id,type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/localidad,properties/LocalidadUriDbpedia,properties/numero de bombardeos,properties/fechas,properties/bando,properties/descripcion,properties/fuente,properties/observaciones
83,Feature,Point,-2.7725759324947106,43.29198970622494,Urkulu (monte),http://dbpedia.org/resource/Urkulu,3,22/05/1937  28/05/1937  11/06/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona del monte Urkulu, en Larrabetzu, en tres ocasiones entre mayo y junio de 1937. No se dispone de información sobre el número de víctimas que pudieron causar estos ataques. ",Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  El Liberal  Testimonio de George Steer,
82,Feature,Point,-2.772416458399932,43.21882009272758,Lemoatx,http://www.wikidata.org/entity/Q12262164,6,Desde 29/05/1937 hasta 10/06/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona del monte Lemoatz, perteneciente a Lemoa. La Legión Cóndor alemana participó en al menos dos de estos ataques. No se dispone de información al respecto de las víctimas que pudo haber a consecuencia de los bombardeos. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  El Liberal  Euzkadi,
93,Feature,Point,-2.8090582725451023,43.31037652146549,Gamiz-Fika,http://dbpedia.org/resource/Gamiz-Fika,3,11/06/1937  12/06/1937  13/06/1937,Franquista,Gamiz-Fika fue bombardeado en tres ocasiones durante el mes de junio de 1937. No se dispone de información al respecto del número de víctimas que pudieron causar estos ataques.,Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi  El Liberal  El Pemsamiento Alavés,
92,Feature,Point,-2.8024807492349306,43.20800368634911,"Bedia, Spain","http://dbpedia.org/resource/Bedia,_Spain",5,Desde 04/01/1937 hasta 07/06/1937,Franquista,"Bedia fue bombardeado en cinco ocasiones entre enero y junio de 1937. En tres de estos ataques no se produjeron víctimas. No se dispone de información sobre este tema en los otros dos casos. Algunos edificios fueron destruidos y los daños de los bombardeos fueron sobre todo materiales, en cualquier caso.",Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Euzkadi  El Liberal,
95,Feature,Point,-2.8136016526671446,43.38661884088381,Munguía,http://dbpedia.org/resource/Mungia,2,12/05/1937  14/05/1937,Franquista,Las posiciones republicanas en el monte Tollu fueron bombardeadas por la aviación franquista el 12 y el 14 de mayo de 1937. La aviación italiana participó en el ataque. No disponemos de información sobre el número de víctimas que pudiera haber.,"Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Euzkadi",
94,Feature,Point,-2.813240337817161,43.36580604865148,Munguía,http://dbpedia.org/resource/Mungia,2,03/05/1937  17/05/1937,Franquista,"La aviación franquista bombardeó en dos ocasiones la zona de Larraurti, perteneciente a Mungia. No hubo víctimas en ninguno de los dos casos, según las crónicas de la época.",El Liberal  Euzkadi,
89,Feature,Point,-2.7961445217100556,43.26104289565506,Larrabetzu,http://dbpedia.org/resource/Larrabetzu,5,Desde 29/04/1937 hasta 11/06/1937,Franquista,"La aviación franquista bombardeó Larrabetzu en cinco ocasiones entre abril y junio de 1937. Aviones ""Heinkel He51"" atacaron la zona, siendo uno de ellos derribado y su piloto capturado. En dos de los bombardeos no hubo víctimas, en uno se registraron tres muertos y dos heridos y no se dispone de información al respecto en los demás casos.","IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Euzkadi  El Liberal",
88,Feature,Point,-2.7926077082470218,43.32551459646251,Fruiz,http://dbpedia.org/resource/Fruiz,4,Desde 14/05/1937 hasta 15/06/1937,Franquista,"Fruiz fue bombardeado en cuatro ocasiones entre mayo y junio de 1937. En al menos un caso no hubo víctimas. En otro de estos ataques, siempre según la crónica del ""Euzkadi"", la aviación franquista bombardeó a sus propias tropas en la zona.  No se dispone de información sobre las víctimas o los destrozos causados en los demás casos.",Euzkadi  El Liberal  Testimonio de George Steer,
91,Feature,Point,-2.8001779486392313,43.29135965828041,Bizkaia,http://dbpedia.org/resource/Bizkaia,2,11/06/1937  12/06/1937,Franquista,"La aviación franquista bombardeó en dos ocasiones las posiciones republicanas en el monte Kantoibaso,en Larrabetzu. La Legión Condor alemana participó en al menos uno de los dos ataques. No se dispone de información sobre el número de víctimas que pudieran haber causado.",Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  El Pensamiento Alavés  Testimonio de George Steer,
90,Feature,Point,-2.7980787188119374,43.19130665693264,Bizkaia,http://dbpedia.org/resource/Bizkaia,1,29/05/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona del monte Apario, en Lemoa. La aviación italiana participó en el ataque. No se dispone de datos sobre las víctimas que pudiera haber habido a consecuencia del bombardeo.",Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO),
102,Feature,Point,-2.8421885024262448,43.375355358375586,Munguía,http://dbpedia.org/resource/Mungia,2,19/05/1937  20/05/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en el monte Gondramendi, perteneciente a Mungia, en dos ocasiones durante el mes de mayo de 1937. La Legión Condor alemana participó al menos en uno de los ataques. No se dispone de más información.",Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi,
103,Feature,Point,-2.8444603415266227,43.023255306253006,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,3,26/05/1937  31/05/1937  07/06/1937,Franquista,La aviación franquista bombardeo las posiciones republicanas en la zona de Burbona en 3 ocasiones entre mayo y junio de 1937,EL Liberal ,
100,Feature,Point,-2.839986743327565,43.230045308064064,Galdakao,http://dbpedia.org/resource/Galdakao,18,Desde 04/01/1937 hasta 15/06/1937,Franquista,"La población de Galdakao fue bombardeada hasta en 18 ocasiones entre enero y junio de 1937. Los barrios de Tximelarre, Olabaerri y El Gallo, el polígono industrial de Erletxe, la fábrica ""La Cantábrica"", las carreteras de las inmediaciones de la población y un buen número de casas resultaron dañados o destruidas. Los daños materiales fueron cuantiosos. En estos ataques participaron los grupos VB/88, A/88 y K/88, utilizándose aviones de los modelos ""Junker Ju52"" y ""Heinkel He51"". Estos bombardeos causaron víctimas, cuyo número exacto no es posible determinar. Sin embargo, el Gobierno Vasco registró hasta abril 22 muertos y 34 heridos. En los meses de mayo y junio se han podido registrar 14 muertos y 7 heridos, según ""Euzkadi"". En algunos de los ataques las crónicas mencionan víctimas entre la población, sin especificar cuantas. Podemos afirmar que hubo varias decenas de víctimas a consecuencia de estos bombardeos. ","Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Euzkadi  El Liberal  El Pensamietno Alavés  Testimonio de George Steer.",
101,Feature,Point,-2.842046294479925,43.404018101365324,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,7,Desde 12/05/1937 hasta 19/05/1937,Franquista,"Las posiciones republicanas en la zona del monte Jata, entre Bakio, Mungia y Maruri-Jatabe, fueron bombardeadas en 7 ocasiones durante el mes de mayo de 1937. La aviación italiana participó en varios de estos bombardeos. No se dispone de información sobre el número de víctimas que pudieron causar. ","Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Euzkadi  El Pensamiento Alavés",
98,Feature,Point,-2.8254234024818397,43.30287898994885,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,1,13/06/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona del monte Urrusti, en Lezama. La Legión Condor participó en el ataque. Se desconoce el número de víctimas que pudiera haber habido a consecuencia del ataque.",Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
99,Feature,Point,-2.835234711781666,43.273362812966454,Lezama,http://dbpedia.org/resource/Lezama,5,Desde 21/05/1937 hasta 12/06/1937,Franquista,"La aviación franquista bombardeó Lezama en cinco ocasiones entre mayo y junio de 1937. La Legión Condor  participó en la menos uno de estos ataques. El pueblo sufrió importantes daños, siendo destruidas varias casas, caseríos de la zona y la estación de ferrocarril. Se mencionan víctimas en las crónicas, pero no se especifica cuantas. ",Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  El Liberal  Euzkadi  Testimonio de George Steer,
96,Feature,Point,-2.8143715498202364,43.4263056028382,Bakio,http://dbpedia.org/resource/Bakio,2,12/05/1937  14/05/1937,Franquista,"Bakio fue bombardeado en dos ocasiones en mayo de 1937. En uno de los casos no hubo víctimas, mientras que no disponemos de datos al respecto para el otro.  La Legión Condor alemana participó en al menos uno de los bombardeos. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA),
97,Feature,Point,-2.81856106846284,43.21912463923976,Usánsolo,http://dbpedia.org/resource/Usansolo,2,01/04/1937  09/04/1937,Franquista,"La zona de Usánsolo, perteneciente a Galdakao, fue bombardeada dos veces en abril de 1937.  En la primera cayó tan sólo un proyectil en la zona, sin causar víctimas. En la segunda ocasión , los grupos VB/88, K/88 y A/88 atacaron la zona. No se dispone de información sobre el número de víctimas que pudieron causar, ni si éstas fueron en Usánolo o en otras zonas de Galdakao. ","Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  El Liberal  Euzkadi",
110,Feature,Point,-2.8735164192575837,43.36293856933472,Gatika,http://dbpedia.org/resource/Gatika,3,21/05/1937  24/05/1937  10/06/1937,Franquista,"La aviación franquista bombardeó Gatika en tres ocasiones entre mayo y junio de 1937. Se causaron importantes destrozos según ""Euzkadi"". En uno de los casos no hubo víctimas, mientras que no se dispone de información al respecto en los otros dos. La Legión Condor participó en uno de los ataques, según la crónica del ""Euzkadi"".",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Euzkadi,
111,Feature,Point,-2.8750091395322417,42.99528264084804,Zuya,http://dbpedia.org/resource/Zuia,1,26/5/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona de Altube,en Zuia.",Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN),
108,Feature,Point,-2.8663580808248326,43.28449064263543,Zamudio (Bizkaia),http://dbpedia.org/resource/Zamudio,6,Desde 05/05/1937 hasta 12/06/1937,Franquista,"Zamudio fue bombardeado en seis ocasiones entre mayo y junio de 1937. La aviación italiana participó en al menos en alguno de estos bombardeos. En cuatro de estos ataques no se registraron víctimas, mientras que en los otros dos no se dispone de datos al respecto. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  El Liberal  Testimonio de George Steer,
109,Feature,Point,-2.8734122110978584,43.211412867264315,Zaratamo,http://dbpedia.org/resource/Zaratamo,5,Desde 24/04/1937 hasta  13/05/1937,Franquista,Zaratamo fue bombardeado en cinco ocasiones en los meses de abril y mayo de 1937.  En abril el Gobierno Vasco registró tres muertos y seis heridos. No disponemos de datos al respecto para el mes de mayo. ,"IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)",
106,Feature,Point,-2.8632729545823836,43.11111745786114,Orozko,http://dbpedia.org/resource/Orozko,1,15/04/1937,Franquista,"La aviación franquista bombardeo la zona de Larrondo en Orozko, según ""El Liberal"". No se da más información al respecto. ",El Liberal,
107,Feature,Point,-2.8647541862075356,43.38489990683115,Maruri-Jatabe,http://dbpedia.org/resource/Maruri-Jatabe,1,12/05/1937,Franquista,"El pueblo de  Maruri-Jatabe fue bombardeado  el 12 de mayo de 1937. En la crónica del ""Euzkadi"" solo se informa del bombardeo, sin mencionar las consecuencias que pudo tener. ",Euzkadi,
104,Feature,Point,-2.846698650108325,43.354450422092945,Mungia,http://dbpedia.org/resource/Mungia,19,Desde 01/05/1937 hasta 12/06/1937,Franquista,"Mungia fue bombardeado en 19 ocasiones entre mayo y junio de 1937, aunque la mayoría de los ataques se concentraron en mayo. Aviones de los modelos “Savoia Marchetti SM.81�? del grupo Z7  y ""Savoia Marchetti SM.79�? , Junker Ju52�? del grupo K/88 y “Fiat Cr.32�? participaron en los ataques. Tanto el pueblo como las carreteras adyacentes fueron bombardeadas. Se desconoce el número de víctimas que pudieron causar estos ataques, si bien en las crónicas de la época se menciona en múltiples ocasiones que hubo víctimas. En la crónica de ""El Liberal"" del 13 de junio de 1937 se planteó un panorama de destrucción total en el que el pueblo de Mungia ardía en gran parte. La destrucción material debió de ser importante. ","Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della Aviazione Legionaria. (CALJA)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)   Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  Euzkadi  El Liberal  Testimonio de George Steer",
105,Feature,Point,-2.8535143247740984,43.148506778602034,Zeberio,http://dbpedia.org/resource/Zeberio,4,Desde 29/04/1937 hasta 24/05/1937,Franquista,"Zeberio fue bombardeado en cuatro ocasiones entre abril y mayo de 1937., participando en los ataques la Legión Condor alemana. El pueblo sufrió importantes destrozos según la crónica del ""Euzkadi"". El Gobierno Vasco registró en abril un muerto y cuatro heridos. En mayo hubo un bombardeo sin víctimas y en los otros dos se mencionan ""algunas víctimas"" en las crónicas de la época. ","IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  El Liberal  Euzkadi",
119,Feature,Point,-2.9185809702850034,43.27480009982861,Artxanda,http://dbpedia.org/resource/Mount_Artxanda,4,Desde 14/06/1937 hasta 17/06/1937,Franquista,"La zona de Artxanda, perteneciente a Bilbao, fue bombardeada en cuatro ocasiones en junio de 1937. Las crónicas de la época no especifican nada al respecto de las víctimas que pudo haber. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  Testimonio de George Steer,
118,Feature,Point,-2.9055630466851885,43.24532029118057,Ibaizabal,http://dbpedia.org/resource/Ibaizabal,2,07/05/1937  11/05/1937,Franquista,"La aviación franquista bombardeó la zona de Ibaizabal, en las afueras de Bilbao, y las pequeñas poblaciones de que allí se encontraban. No se dispone de información sobre las consecuencias de esto ataques.","Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  El Liberal  Euzkadi",
117,Feature,Point,-2.9027708359765403,43.227347797688765,Malmasin,http://www.wikidata.org/entity/Q6553586,2,15/06/1937  16/06/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona de Malmasin, perteneciente a Arrigorriaga. La Legión Condor alemana participó en estos ataques. No se dispone de información sobre el número de víctimas que pudieron causar. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  El Mundo,
116,Feature,Point,-2.901836244276805,43.1794853314599,Miravalles,http://dbpedia.org/resource/Ugao-Miraballes,12,Desde 09/04/1937 hasta 16/06/1937,Franquista,"Ugao-Miravalles fue bombardeado en 12 ocasiones entre los meses de abril y junio de 1937. Sabemos que entre otros lugares resultaron dañados el puente del ferrocarril, unos talleres de carpintería y la casa de guardia de la zona fabril, además de casas particulares. No disponemos de información sobre el número de víctimas que pudieron causar estos ataques. En tres de ellos no hubo ninguna víctima. Se desconoce el dato en el resto de los casos. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO) Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  El Liberal,
115,Feature,Point,-2.888046215721064,43.207554510569146,Arrigorriaga,http://dbpedia.org/resource/Arrigorriaga,6,Desde 09/04/1937 hasta 29/05/1937,Franquista,"Arrigorriaga fue bombardeado en 6 ocasiones entre abril y mayo de 1937. En dos de estos ataques no hubo víctimas  en otros dos murió una persona y en los dos restantes no disponemos de información al respecto. La Papelera de Arrigorriaga resultó dañada, junto a otros edificios. ",Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi  El Liberal,
114,Feature,Point,-2.885929047675976,43.292101101158586,Derio,http://dbpedia.org/resource/Derio,3,07/05/1937  19/05/1937  12/06/1937,Franquista,"Derio fue bombardeado en tres ocasiones en mayo y junio de 1937. El cementerio de Vista Alegre, y el barrio de Artebakarra resultaron especialmente dañados. El pueblo se incendió a causa del primero de los ataques, en el que murió una persona y un número indefinido resultaron heridas. No se dispone de datos sobre el número de víctimas en los otros bombardeos. ","Secretaría General de S.E. el Jefe de Estado. Oficina de Información. Salamanca. (SGOI)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  El Liberal  Testimonio de Aitor Miñambres. ",
113,Feature,Point,-2.882657373481347,43.236644141130995,Basauri,http://dbpedia.org/resource/Basauri,5,Desde 25/09/1936 hasta 16/06/1937,Franquista,Basauri fue bombardeado en 5 ocasiones entre septiembre de 1936 y junio de 1937. Los barrios de Ariz y El Boquete fueron objetivo de algunos de estos bombardeos. No disponemos de información concreta sobre el número de víctimas consecuencia de estos ataques. ,Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Jefatura del Aire. Resumen de las operaciones del día. 3ª Sección (enero a agosto 1937). (JAROD)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  El Noticiero Bilbaíno  La Gaceta del Norte  Euzkadi,
112,Feature,Point,-2.8758359574934533,43.01936226270521,Gorbeia,http://dbpedia.org/resource/Gorbea,2,26/05/1937  31/05/1937,Franquista,La aviación franquista bombardeó las posiciones republicanas en Andotoleta en dos ocasiones. Se arrojaron abundantes bombas. No se dispone de más información,El Lilberal,
127,Feature,Point,-2.9464248820728254,43.40462748993057,Plentzia,http://dbpedia.org/resource/Plentzia,2,14/05/1937  23/05/1937,Franquista,Pletzia fue bombardeado por la aviación franquista en dos ocasiones durante el mes de mayo de 1937. La aviación italiana participaron en al menos uno de los dos casos. En el primero de los bombardeos no hubo víctimas. No se dispone de información en el segundo.,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO),
126,Feature,Point,-2.9448755574541625,43.217890836547625,Pagasarri,http://dbpedia.org/resource/Pagasarri,2,02/04/1937  17/06/1937,Franquista,"La zona del monte Pagasarri, donde existían posiciones republicanas, fue bombardeada en dos ocasiones por la aviación franquista. No se dispone de más datos al respecto.",Partes de Misión de las Fuerzas Aéreas del Norte. (PMFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
125,Feature,Point,-2.943767047644361,42.99970391323073,Uzkiano,http://dbpedia.org/resource/Uzkiano,1,24/05/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona de Uzkiano, en Zuia. Según la crónica del ""Euzkadi"" bombardearon también sus propias posiciones. Se habla de víctimas, pero no se dispone de más información al respecto.",Euzkadi  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN),
124,Feature,Point,-2.9392676510724183,43.31380536743911,Loiu,http://dbpedia.org/resource/Loiu,1,14/06/1937,Franquista,Loiu fue bombardeado el 14 de junio de 1937. La Legión Condor alemana participó en el ataque. No se dispone de más información sobre este hecho. ,Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN),
123,Feature,Point,-2.934995214402033,43.263017627053955,Bilbo,http://dbpedia.org/resource/Bilbo,40,Desde 25/09/1936 hasta 19/06/1937,Franquista,"Bilbao y las inmediaciones de la ciudad fueron bombardeados en 40 ocasiones entre septiembre de 1936 y junio de 1937. Fue una de las ciudades más castigadas por la aviación y los destrozos causados por las bombas fueron muy graves, además de las víctimas que hubo. Tanto la aviación italiana con aviones de los modelos ""Caproni 133"" y Savoia Marchetti SM.79�?, como la Legión Condor alemana, con los modelos “Junker Ju52�?, ""Messerschmitt Bf.109�?  y “Heinkel He52�?  participaron en estos ataques. Buena parte de la ciudad resultó dañada: las calles Correo, Bailén, Bidebarrieta, Calzadas, El Arenal, Plaza Nueva, Estación, Muelle de Ripa, Plaza de Albia, Muelle de Uribitarte, Colón de Larreategui, Ledesma, Avenida Mazarredo, Berástegui, Henao, Plaza de Zabalburu, Rampas de Uribitarte,  Hurtado de Amézaga, Plaza de Abando y García Salazar, Santutxu, Zumarraga, Larrinaga, San Francisco, Iturribide, Ollerías o el muelle de Marzana  así como en los barrios de Deusto, Zorroza, Buia y Buena Vista,  la Universidad Comercial,  los Diques Euskalduna, los puentes de la ciudad y en las inmediaciones del Hospital de San Luis. Los caseríos de las inmediaciones del casco urbano y las carreteras de la zona también fueron atacadas y sufrieron daños considerables. En cuanto a las víctimas, si bien es imposible dar cifras exactas, con los datos de los que se dispone, sacados de informes del Gobierno Vasco y de las crónicas periodísticas de la época, se llega a sumar aproximadamente 354 muertos y más de 800 heridos. En cualquier caso, estas no serían cifras definitivas. ","Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Secretaría General de S.E. el Jefe de Estado. Oficina de Información. Salamanca. (SGOI)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Comando Aviazione Legionaria. Jefatura del’Aire. Salamanca. Velani [Vincenzo Velardi], comendante della Aviazione Legionaria. (CALJA)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Euzkadi  El Liberal  El Pensamiento Alavés  La Gaceta del Norte  EL Nervión  Testimonio de George Steer",
